200 20
  1	05:00:00	21:00:00
  2	05:00:00	21:00:00
  3	05:00:00	21:00:00
  4	05:00:00	21:00:00
  5	05:00:00	21:00:00
  6	05:00:00	21:00:00
  7	05:00:00	21:00:00
  8	05:00:00	21:00:00
  9	05:00:00	21:00:00
 10	05:00:00	21:00:00
 11	05:00:00	21:00:00
 12	05:00:00	21:00:00
 13	05:00:00	21:00:00
 14	05:00:00	21:00:00
 15	05:00:00	21:00:00
 16	05:00:00	21:00:00
 17	05:00:00	21:00:00
 18	05:00:00	21:00:00
 19	05:00:00	21:00:00
 20	05:00:00	21:00:00
 21	07:21:00	07:23:00	 1  4  7  8 10 12 15 17 19 
 22	07:22:00	07:24:00	 5  7 10 12 13 14 16 17 18 19 
 23	07:21:00	07:25:00	 1  2  4  7  9 10 12 13 14 17 
 24	07:25:00	07:29:00	 1  2  3  4  8 12 13 14 17 18 
 25	07:23:00	07:31:00	 3  4  6  7  9 10 11 12 15 18 
 26	07:29:00	07:33:00	 1  4 13 14 20 
 27	07:32:00	07:40:00	 2  4  5  7 10 11 13 14 17 
 28	07:33:00	07:41:00	 2  3  5  7 10 14 15 16 17 
 29	07:36:00	07:42:00	 2  3  6  7  8  9 10 12 15 19 
 30	07:38:00	07:46:00	 1  2  3  6 11 12 14 18 19 
 31	07:44:00	07:48:00	 1  2  5  8 11 13 14 16 17 18 
 32	07:44:00	07:52:00	 2  3  7  8 10 11 12 13 14 15 
 33	07:59:00	08:01:00	 2  3  4  6  7  8  9 10 15 18 
 34	08:18:00	08:26:00	 1  2  3 11 12 14 15 16 20 
 35	08:18:00	08:26:00	 1  3  4  5  6  7  8 12 13 14 
 36	08:36:00	08:38:00	 1  5  6  7  8  9 11 13 14 20 
 37	08:47:00	08:49:00	 1  3  4  7  8 10 11 15 16 18 
 38	08:50:00	08:56:00	 5  6  9 11 13 14 18 19 20 
 39	08:58:00	09:02:00	 3  6  9 13 15 16 19 20 
 40	09:16:00	09:20:00	 1  5  9 12 13 15 16 18 19 20 
 41	09:29:00	09:31:00	 3  4  6  8  9 10 11 12 13 14 
 42	09:38:00	09:42:00	 1  2  3  6  7  8 10 12 13 15 
 43	09:41:00	09:45:00	 1  4  5  6  8 10 11 14 15 16 
 44	10:02:00	10:12:00	 5  6  7  9 10 11 12 13 14 16 
 45	10:08:00	10:14:00	 1  2  3  4  5 10 12 13 15 19 
 46	10:12:00	10:14:00	 3  4 10 11 19 
 47	10:35:00	10:41:00	 2  4  5  7  8 10 11 12 13 14 
 48	10:53:00	11:01:00	 3  7  8 11 12 13 16 17 19 20 
 49	11:20:00	11:28:00	 1  2  3  5  6  7  8  9 10 12 
 50	11:45:00	11:51:00	 1  3  6  8  9 10 12 13 15 18 
 51	11:59:00	12:03:00	 1  3  4  5 10 12 17 19 
 52	12:16:00	12:20:00	 1  3  7  8 12 13 15 16 17 18 
 53	12:17:00	12:19:00	 2  3  5  6  7  9 11 13 16 17 
 54	12:37:00	12:43:00	 1  3  5  8 10 12 16 19 
 55	12:38:00	12:44:00	 2  3  4  8  9 10 18 
 56	12:39:00	12:45:00	 1  3  6  7  9 11 14 16 17 18 
 57	12:57:00	13:05:00	 1  9 11 14 15 17 
 58	12:59:00	13:07:00	 3  9 12 14 19 
 59	13:02:00	13:10:00	 3  4  5  6  8  9 12 15 17 18 
 60	13:28:00	13:34:00	 5  7  9 10 11 15 17 19 20 
 61	13:30:00	13:34:00	 1  4  5  8  9 11 12 14 19 
 62	13:31:00	13:35:00	 1  3  5  6  7  9 10 14 16 18 
 63	13:34:00	13:40:00	 1  3  4  6  7 11 12 14 16 17 
 64	13:37:00	13:43:00	 2  4  8 10 16 17 
 65	13:41:00	13:45:00	 1  2  3  7 12 14 15 16 17 20 
 66	13:55:00	14:05:00	 1  2  4  5  6  7  8  9 10 11 
 67	14:25:00	14:29:00	 1  4  5  6 10 12 18 19 20 
 68	14:31:00	14:39:00	 1  3  4  5 11 12 13 16 17 20 
 69	14:55:00	14:59:00	 4  5  6  7  9 11 15 16 
 70	14:56:00	15:00:00	 1  2  8 11 12 13 14 18 19 20 
 71	15:07:00	15:15:00	 3  5  6  7 10 11 14 15 17 18 
 72	15:12:00	15:14:00	 2  4  6  7  9 10 15 17 18 20 
 73	15:14:00	15:16:00	 1  3  4  5  6  8 10 12 13 14 
 74	15:12:00	15:18:00	 2  3  5  8  9 10 14 15 
 75	15:13:00	15:19:00	 1  2  3  4  5 11 13 14 15 
 76	15:17:00	15:21:00	 6 10 11 12 14 17 19 
 77	15:37:00	15:41:00	 1  2  4  5  7  8 13 16 17 18 
 78	15:52:00	15:56:00	 3  8 10 12 13 14 15 17 18 20 
 79	16:07:00	16:11:00	 1  6  7  8 11 14 16 17 
 80	16:06:00	16:14:00	 1  3  5  7  9 10 12 16 
 81	16:12:00	16:22:00	 2  5  6  7  9 14 19 
 82	16:12:00	16:22:00	 3  4  5  6  7  8  9 11 13 15 
 83	16:34:00	16:38:00	 1  2  4  5  6  8  9 11 12 13 
 84	16:39:00	16:49:00	 1  2  4  7  8 11 13 15 17 18 
 85	16:47:00	16:49:00	 1  2  3  7  8 13 14 16 18 19 
 86	16:48:00	16:52:00	 1  2  3  9 10 11 13 15 17 18 
 87	16:53:00	17:03:00	 1  2  3  4  5  8 10 12 13 15 
 88	17:04:00	17:06:00	 3  5  7  8  9 12 13 16 17 19 
 89	17:02:00	17:10:00	 1  2  4  6 11 12 15 16 17 19 
 90	17:01:00	17:11:00	 2  4  6  7  9 12 15 17 18 
 91	17:04:00	17:10:00	 2  8 10 11 12 13 18 20 
 92	17:24:00	17:26:00	 1  2  3  4  6 18 19 20 
 93	17:22:00	17:30:00	 3  4  5  9 10 11 12 13 15 16 
 94	17:23:00	17:33:00	 1  2  4  5 11 12 15 17 18 
 95	17:24:00	17:34:00	 1  2  7  9 11 13 14 15 16 17 
 96	17:32:00	17:38:00	 1  5  8  9 11 14 15 17 18 20 
 97	17:34:00	17:40:00	 2  4  5  6  8 11 12 13 14 15 
 98	17:46:00	17:52:00	 1  2  3  7 12 15 16 17 18 
 99	17:51:00	17:55:00	 4  6  7  8  9 11 12 13 14 15 
100	17:57:00	18:07:00	 1  2  3 10 11 13 14 19 20 
101	18:08:00	18:14:00	 3  4  5  7 10 13 14 15 16 20 
102	18:07:00	18:17:00	 4  5  6  8 12 13 14 15 16 17 
103	18:12:00	18:14:00	 1  2  4  5  6  7  9 10 11 12 
104	18:12:00	18:14:00	 1  3  4  6  7  9 11 13 14 16 
105	18:10:00	18:16:00	 1  6  8 12 13 14 17 18 20 
106	18:15:00	18:19:00	 1  3  4  5  7  9 10 11 16 17 
107	18:17:00	18:25:00	 1  2  6 12 16 18 20 
108	18:37:00	18:45:00	 1  2  5  8  9 11 14 17 19 
109	18:42:00	18:44:00	 2  3  7  8 10 11 15 16 17 18 
110	18:43:00	18:45:00	 1  2  3  4  7 11 12 14 15 20 
111	19:00:00	19:08:00	 2  3  4  7  8 13 14 16 18 
112	19:00:00	19:08:00	 1  2  3 11 12 14 16 17 18 20 
113	19:02:00	19:08:00	 1  2  3  4  5  9 10 11 12 13 
114	19:11:00	19:17:00	 6  7  8 10 11 13 14 15 
115	19:14:00	19:22:00	 1  2  3  6  8  9 11 12 19 
116	19:23:00	19:33:00	 2  3  4  5  6 10 11 14 15 16 
117	19:51:00	19:55:00	 1  2  5  6  9 11 12 13 14 16 
118	19:54:00	19:56:00	 1  4  5  6  7  9 11 12 13 15 
119	20:02:00	20:12:00	 1  2  6  7  8 13 17 19 
120	20:11:00	20:15:00	 1  2  3  6  8 11 14 15 17 18 
121	20:12:00	20:20:00	 1  3  4  6  8 12 13 14 15 17 
122	20:15:00	20:21:00	 4  8  9 11 14 15 18 20 
123	20:21:00	20:27:00	 1  4  7 10 11 13 14 17 18 
124	20:25:00	20:31:00	 1  5  6  8 11 12 13 14 16 18 
125	20:28:00	20:38:00	 2  8 10 12 13 14 17 
126	20:33:00	20:41:00	 2  7  9 12 15 17 18 
127	20:36:00	20:42:00	 4  5  8  9 10 11 12 13 14 20 
128	20:48:00	20:56:00	 3  8  9 13 15 19 20 
129	21:07:00	21:11:00	 1  3  5  7  8 11 12 13 14 17 
130	21:06:00	21:12:00	 2  5  6 10 13 19 20 
131	21:04:00	21:14:00	 1  2  4  5  7  8 12 13 14 15 
132	21:05:00	21:13:00	 7 11 18 20 
133	21:09:00	21:15:00	 2  3  6  8 11 14 15 16 17 18 
134	21:11:00	21:19:00	 3  5  6  8 12 13 16 18 19 
135	21:15:00	21:23:00	 1  2  3  4  6  7 10 11 14 16 
136	21:29:00	21:37:00	 2  4  5  6  8  9 10 12 14 16 
137	21:35:00	21:39:00	 3  5  7 10 11 14 15 17 18 19 
138	21:36:00	21:42:00	 1  2  3  4  8  9 14 18 19 20 
139	21:53:00	21:57:00	 1  2  4  6  8  9 10 11 12 13 
140	21:52:00	21:58:00	 1  2  5  9 10 12 14 16 17 18 
141	21:59:00	22:01:00	 2  4  5  6  8  9 10 
142	22:01:00	22:11:00	 1  2  3  4  6 11 12 13 15 16 
143	22:09:00	22:17:00	 1  2  5 12 13 14 16 19 
144	22:12:00	22:20:00	 3  4  8 10 11 13 14 16 17 19 
145	22:29:00	22:31:00	 4  5  8 12 15 18 19 
146	22:32:00	22:36:00	 1  3  4  5  6  7  8  9 11 12 
147	22:54:00	23:04:00	 2  4  7  9 11 12 16 17 
148	23:20:00	23:22:00	 3  4  7 10 11 13 18 
149	23:23:00	23:27:00	 1  4  5  7 10 11 12 13 16 18 
150	23:23:00	23:31:00	 2  4  5  7 12 15 16 20 
151	23:37:00	23:47:00	 1  2  3  5  8 11 12 15 16 17 
152	23:43:00	23:49:00	 2  5  7  8 10 11 17 19 20 
153	23:45:00	23:51:00	 1  2  8 10 11 13 14 15 19 
154	23:55:00	23:57:00	 2  4  5  6 15 20 
155	24:17:00	24:21:00	 3  4  5  9 11 13 14 15 16 17 
156	24:22:00	24:26:00	 2  5  6  8 10 11 13 15 16 18 
157	24:23:00	24:27:00	 4  5  7  8  9 10 11 12 13 18 
158	24:20:00	24:30:00	 4  5  7  8  9 12 14 18 20 
159	24:39:00	24:47:00	 1  3  4  7  9 14 16 17 20 
160	24:39:00	24:47:00	 3  4  5 10 11 12 14 15 16 17 
161	24:49:00	24:51:00	 1  2  3  4  5  6  7  9 10 11 
162	25:10:00	25:18:00	 2  4  9 10 11 13 14 15 16 19 
163	25:12:00	25:22:00	 1  3  5 10 11 14 18 19 20 
164	25:25:00	25:33:00	 2  3  4  5  6  7 12 15 17 20 
165	25:29:00	25:31:00	 3  4  6  8  9 10 15 18 20 
166	25:45:00	25:51:00	 2  4  5  6  7  8  9 11 12 13 
167	26:06:00	26:08:00	 1  2  4  5  7 13 14 16 17 
168	26:20:00	26:26:00	 1  2  6  8  9 14 17 20 
169	26:21:00	26:31:00	 1  2  8  9 10 11 12 13 14 15 
170	26:26:00	26:28:00	 3  4  6  7  8 11 12 19 
171	26:32:00	26:42:00	 2  3  4  6  7  9 14 15 17 19 
172	27:03:00	27:07:00	 1  2  4  6  7  9 10 13 14 15 
173	27:22:00	27:26:00	 1  6  8 13 14 16 17 18 20 
174	27:23:00	27:31:00	 1  3  8  9 12 14 15 16 18 19 
175	27:27:00	27:33:00	 3  6 10 12 15 19 
176	27:38:00	27:42:00	 1  2  5  6  7  9 12 13 15 19 
177	27:37:00	27:43:00	 3  4  6  7  9 11 12 14 16 17 
178	28:01:00	28:07:00	 1  2  4  5  7  8  9 12 13 14 
179	28:02:00	28:06:00	 4  5  6 10 11 17 18 19 20 
180	28:03:00	28:11:00	 2  8 11 12 17 18 19 20 
181	28:09:00	28:11:00	 2  3  4  6  8 10 11 14 16 17 
182	28:08:00	28:14:00	 1  3  7 10 12 14 16 18 19 20 
183	28:07:00	28:17:00	 1  5  6 10 11 13 14 15 16 19 
184	28:22:00	28:26:00	 4  7  8  9 10 12 14 17 18 19 
185	28:30:00	28:36:00	 1  3  6  8  9 10 12 13 18 20 
186	28:37:00	28:43:00	 4  8  9 10 11 12 17 19 
187	29:01:00	29:03:00	 2  4  8 12 16 17 
188	29:01:00	29:03:00	 1  2  3  4  7  8 12 13 15 18 
189	29:03:00	29:07:00	 1  3  6 11 13 16 17 19 
190	29:06:00	29:12:00	 2  3  6 11 12 15 17 19 20 
191	29:16:00	29:26:00	 2  5  6  7  8 12 15 19 
192	29:23:00	29:27:00	 1  2  3  8 10 12 13 14 17 18 
193	29:26:00	29:30:00	 2  3  5  6 11 12 13 15 16 18 
194	29:25:00	29:31:00	 1  4  5  6  8 10 12 13 15 17 
195	29:37:00	29:43:00	 1  2  7 11 14 15 17 18 20 
196	29:50:00	29:54:00	 4  8  9 11 12 13 14 16 17 18 
197	29:56:00	30:04:00	 5  6  7  8 11 12 13 14 15 16 
198	29:57:00	30:03:00	 1  2  3  5  8  9 11 14 18 19 
199	30:05:00	30:09:00	 1  2  3  6  9 10 11 12 13 14 
200	30:11:00	30:15:00	 1  2  3  4  6  7  8  9 10 11 

